time_stamp, total_power, temps_avg,
1646080493.0462968,9.97,68.0,
1646080493.246821,9.97,68.0,
1646080493.4473643,9.97,67.75,
1646080493.6478884,9.97,67.75,
1646080493.8484414,9.867,67.5,
1646080494.0488935,9.867,68.0,
1646080494.249224,9.867,67.75,
1646080494.4496686,9.867,67.75,
1646080494.650102,9.867,67.75,
1646080494.85074,10.275,68.5,
1646080495.051236,10.275,68.5,
1646080495.2517526,10.275,68.25,
1646080495.4522705,10.275,67.5,
1646080495.652795,10.275,68.0,
1646080495.853315,10.275,66.75,
1646080496.0537562,10.275,67.75,
1646080496.2540712,10.088,68.5,
1646080496.4545135,10.088,68.75,
1646080496.6550705,10.088,67.0,
1646080496.855511,10.077,67.5,
1646080497.055829,10.077,67.75,
1646080497.2562668,10.077,68.0,
1646080497.4568117,10.077,67.75,
1646080497.6573515,10.077,67.25,
1646080497.8578944,10.077,68.0,
1646080498.0584443,9.683,68.0,
1646080498.2589777,9.683,68.5,
1646080498.4595158,9.683,68.5,
1646080498.660072,9.683,68.0,
1646080498.8605971,10.283,68.0,
1646080499.0611515,10.283,68.5,
1646080499.2616901,10.283,68.25,
1646080499.4622128,10.283,68.0,
1646080499.6627765,10.283,68.0,
1646080499.8633254,9.931,68.75,
1646080500.0638478,9.931,68.0,
1646080500.2643943,9.931,68.25,
1646080500.4649234,9.931,67.75,
1646080500.6654563,9.931,68.5,
1646080500.8659859,9.84,68.25,
1646080501.0665069,9.84,68.0,
1646080501.267031,9.84,68.75,
1646080501.4675474,9.84,69.0,
1646080501.6680691,9.84,67.5,
1646080501.8686092,9.84,67.0,
1646080502.0691376,10.187,68.25,
1646080502.2696364,10.187,67.75,
1646080502.4701653,10.187,67.5,
1646080502.6707253,10.187,68.5,
1646080502.871264,9.535,68.25,
1646080503.0717754,9.535,68.25,
1646080503.2723148,9.535,68.25,
1646080503.472839,9.535,68.0,
1646080503.6733608,9.535,67.75,
1646080503.8738844,9.523,68.0,
1646080504.074408,9.523,68.0,
1646080504.2749333,9.523,68.5,
1646080504.4754624,9.523,68.25,
1646080504.6759942,9.523,68.0,
